DATE,TMAX,AWND,PRCP,EVAP,DISTANCE_TO_FIRE_KM,RISK_LEVEL,tile_id,bbox
2022-06-01,14.1,41.8,0.0,3.13,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-06-02,14.3,39.0,0.0,2.8,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-06-03,15.4,39.6,0.0,2.45,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-06-04,15.9,25.0,0.2,2.38,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-06-05,16.0,22.0,0.2,2.41,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-06-06,15.6,40.5,0.0,2.71,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-06-07,14.9,43.5,0.0,3.24,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-06-08,16.1,38.5,0.0,2.44,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-06-09,15.6,43.8,0.0,3.09,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-06-10,16.4,48.4,0.0,2.71,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-06-11,16.5,41.2,0.1,2.18,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-06-12,16.8,33.3,0.0,1.96,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-06-13,16.6,49.6,0.0,3.32,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-06-14,15.1,53.3,0.0,3.57,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-06-15,15.1,45.9,0.0,3.41,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-06-16,15.8,49.0,0.0,2.86,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-06-17,15.8,42.7,0.0,4.33,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-06-18,15.8,35.9,0.0,3.84,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-06-19,15.4,48.8,0.0,4.08,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-06-20,15.2,48.0,0.0,3.38,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-06-21,15.8,41.9,0.0,3.53,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-06-22,15.9,19.5,0.0,4.0,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-06-23,16.2,20.0,0.0,2.85,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-06-24,16.1,22.6,0.0,3.5,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-06-25,15.9,19.9,0.0,3.71,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-06-26,15.8,23.3,0.0,2.75,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-06-27,15.9,31.3,0.0,2.88,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-06-28,16.5,41.6,0.0,3.48,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-06-29,16.2,39.8,0.0,3.39,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-06-30,15.8,32.7,0.2,2.71,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-07-01,15.7,32.3,0.0,2.99,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-07-02,15.9,32.2,0.2,2.93,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-07-03,16.2,36.9,0.0,3.48,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-07-04,17.4,24.2,0.0,3.55,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-07-05,17.0,21.1,0.1,2.81,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-07-06,17.4,17.9,0.2,3.24,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-07-07,17.2,25.0,0.0,3.34,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-07-08,17.6,33.1,0.0,3.13,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-07-09,17.4,31.1,0.0,2.96,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-07-10,17.0,38.0,0.0,3.25,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-07-11,17.5,35.4,0.0,3.29,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-07-12,17.5,24.7,0.0,3.11,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-07-13,17.5,21.7,0.0,2.85,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-07-14,16.7,37.6,0.0,3.16,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-07-15,16.9,45.9,0.0,3.63,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-07-16,17.0,41.8,0.0,2.88,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-07-17,16.8,41.5,0.0,3.08,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-07-18,16.7,38.6,0.0,3.17,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-07-19,16.5,29.7,0.0,3.06,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-07-20,16.4,30.0,0.0,3.0,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-07-21,16.5,31.5,0.0,2.78,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-07-22,16.8,37.7,0.0,2.75,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-07-23,16.8,39.3,0.0,3.06,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-07-24,16.6,34.5,0.0,3.02,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-07-25,17.1,26.8,0.2,3.16,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-07-26,17.1,17.9,0.1,3.04,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-07-27,17.0,18.1,0.0,3.47,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-07-28,16.8,27.1,0.0,2.86,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-07-29,16.6,25.4,0.0,2.76,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-07-30,16.5,28.2,0.0,2.83,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-07-31,16.4,25.5,2.0,2.63,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-08-01,16.5,20.2,0.2,2.55,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-08-02,16.7,15.8,0.0,1.96,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-08-03,17.2,18.7,0.0,3.44,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-08-04,18.6,12.8,0.2,2.57,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-08-05,18.9,17.7,0.0,2.87,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-08-06,18.3,21.8,0.0,3.35,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-08-07,18.4,28.4,0.0,3.66,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-08-08,18.6,29.2,0.0,3.81,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-08-09,19.0,27.7,0.0,4.12,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-08-10,19.2,23.0,0.0,3.81,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-08-11,19.0,29.6,0.0,3.83,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-08-12,19.0,34.4,0.0,3.86,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-08-13,18.9,40.7,0.0,4.15,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-08-14,19.0,44.8,0.0,3.8,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-08-15,18.7,43.5,0.0,3.52,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-08-16,18.5,42.7,0.0,2.94,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-08-17,18.5,30.3,0.0,2.86,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-08-18,18.3,29.0,0.1,2.62,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-08-19,17.8,39.4,0.1,2.29,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-08-20,18.0,41.6,0.0,3.1,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-08-21,18.0,28.5,0.0,2.74,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-08-22,18.0,40.6,0.0,2.69,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-08-23,18.9,46.8,0.1,2.2,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-08-24,18.1,45.0,0.3,2.48,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-08-25,18.5,28.6,1.0,2.53,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-08-26,18.2,31.5,0.2,2.6,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-08-27,18.5,31.4,0.6,2.31,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-08-28,18.2,37.0,0.1,3.16,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-08-29,18.4,25.7,0.0,3.12,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-08-30,18.9,25.3,0.0,3.88,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-08-31,18.6,29.9,0.0,3.4,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-09-01,18.1,36.8,0.0,3.35,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-09-02,18.2,40.3,0.0,2.9,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-09-03,18.6,46.2,0.0,3.11,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-09-04,18.9,39.5,0.0,2.87,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-09-05,19.3,30.4,0.0,2.97,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-09-06,19.8,19.5,0.0,3.43,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-09-07,20.0,20.1,0.0,3.18,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-09-08,20.0,24.5,0.0,3.11,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-09-09,19.8,36.6,0.0,2.53,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-09-10,20.1,29.5,2.5,2.39,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-09-11,20.2,28.6,6.2,2.47,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-09-12,19.5,33.1,0.0,2.72,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-09-13,19.3,36.5,0.0,3.73,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-09-14,19.6,25.8,0.0,3.71,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-09-15,19.7,28.1,0.3,3.59,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-09-16,19.4,43.1,0.0,3.69,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-09-17,19.4,46.1,0.0,3.83,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-09-18,19.7,37.7,1.6,2.69,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-09-19,19.6,24.2,0.2,3.5,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-09-20,19.4,25.3,0.1,3.53,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-09-21,19.4,19.2,0.2,3.32,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-09-22,19.2,36.5,0.0,3.35,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-09-23,18.9,40.2,0.0,3.5,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-09-24,19.5,30.4,0.0,3.53,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-09-25,19.2,23.2,0.0,2.91,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-09-26,18.8,27.4,0.0,3.0,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-09-27,18.5,34.8,0.0,2.91,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-09-28,18.9,37.6,0.0,3.11,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-09-29,19.2,37.9,0.0,2.94,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-09-30,19.0,38.8,0.0,2.86,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-10-01,18.5,30.5,0.7,2.35,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-10-02,18.5,23.0,0.8,2.56,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-10-03,18.6,33.8,0.5,2.65,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-10-04,18.6,41.7,0.1,2.85,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-10-05,18.8,45.5,0.0,2.64,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-10-06,18.2,31.3,0.0,2.7,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-10-07,18.0,28.5,0.0,2.74,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-10-08,18.0,30.3,0.0,2.95,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-10-09,18.2,27.2,0.0,3.09,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-10-10,18.4,25.5,0.0,2.84,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-10-11,18.0,22.9,0.0,2.24,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-10-12,18.0,18.8,0.0,2.3,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-10-13,17.6,33.8,0.1,2.21,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-10-14,18.0,43.1,0.0,2.35,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-10-15,18.3,27.3,0.3,2.19,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-10-16,19.0,21.6,0.0,2.59,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-10-17,18.6,12.0,0.0,2.49,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-10-18,18.6,19.2,0.0,2.22,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-10-19,18.8,27.9,0.0,2.12,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-10-20,19.0,24.3,0.0,2.25,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-10-21,18.2,26.6,0.0,2.18,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-10-22,18.4,40.5,0.4,2.08,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-10-23,17.5,52.3,0.0,3.93,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-10-24,17.3,47.8,0.0,3.36,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-10-25,17.8,36.0,0.0,2.57,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-10-26,17.0,42.5,0.0,3.01,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-10-27,17.1,41.7,0.0,3.22,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-10-28,17.5,30.6,0.0,3.41,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-10-29,17.2,40.1,0.0,2.86,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-10-30,17.5,46.9,0.0,2.21,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-10-31,17.0,40.8,0.0,2.76,1000.0,0,CA_tile_00_2022,"(-124.48, 32.53, -121.8925, 34.9)"
2022-06-01,13.9,41.9,0.0,3.46,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-06-02,13.4,33.7,0.0,2.92,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-06-03,13.8,43.8,0.0,1.84,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-06-04,13.9,38.5,0.0,2.53,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-06-05,14.6,35.2,0.0,2.01,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-06-06,14.6,44.8,0.1,2.24,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-06-07,14.4,48.7,0.0,3.11,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-06-08,15.2,50.8,0.0,3.44,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-06-09,14.9,49.3,0.0,3.25,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-06-10,15.5,28.9,0.0,4.06,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-06-11,14.7,19.6,0.0,2.96,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-06-12,15.1,32.1,0.5,2.2,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-06-13,15.6,48.9,0.0,2.63,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-06-14,15.2,52.9,0.0,3.29,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-06-15,15.4,46.4,0.0,3.97,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-06-16,14.9,41.4,0.0,3.38,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-06-17,14.2,49.8,0.0,3.18,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-06-18,14.1,41.3,0.0,3.02,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-06-19,14.0,47.4,0.0,2.99,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-06-20,14.8,46.8,0.0,3.35,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-06-21,15.4,36.3,0.0,3.95,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-06-22,15.1,14.9,0.0,3.38,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-06-23,14.9,25.7,0.0,3.13,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-06-24,14.5,27.5,0.0,2.38,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-06-25,15.1,27.5,0.0,3.06,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-06-26,14.6,36.2,0.0,2.56,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-06-27,15.1,35.9,0.0,2.79,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-06-28,15.1,33.9,0.0,3.33,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-06-29,15.1,34.5,0.0,3.15,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-06-30,14.8,41.1,0.0,2.88,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-07-01,14.6,41.9,0.0,2.69,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-07-02,15.0,41.0,0.0,2.72,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-07-03,15.1,49.5,0.0,3.23,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-07-04,15.4,39.3,0.0,2.87,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-07-05,15.9,31.4,0.0,2.24,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-07-06,15.6,25.4,0.1,2.45,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-07-07,15.6,38.6,0.0,2.73,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-07-08,15.9,38.4,0.0,3.07,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-07-09,15.8,42.0,0.0,2.12,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-07-10,15.5,41.1,0.0,2.46,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-07-11,15.9,34.1,0.0,2.39,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-07-12,16.2,28.7,0.5,2.64,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-07-13,16.4,20.6,0.0,2.89,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-07-14,15.7,34.2,0.0,2.6,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-07-15,15.8,40.4,0.0,2.93,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-07-16,15.9,39.3,0.0,2.92,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-07-17,15.7,32.9,0.0,3.05,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-07-18,15.4,27.0,0.0,3.36,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-07-19,15.4,23.7,0.0,3.15,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-07-20,15.4,29.3,0.0,2.99,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-07-21,15.5,36.9,0.0,2.67,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-07-22,16.5,42.8,0.0,2.95,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-07-23,16.2,49.1,0.0,2.95,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-07-24,15.6,44.1,0.0,2.81,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
2022-07-25,15.9,30.1,0.0,2.88,90.39622747591079,0,CA_tile_01_2022,"(-121.8925, 32.53, -119.305, 34.9)"
